id,goals_home,goals_away,odds_home_win,odds_away_win,draw,fixture_id
1371,1,1,1.44,7.5,4.6,1371
1372,4,0,2.05,3.8,3.7,1372
1373,2,1,2.45,3.1,3.5,1373
1374,2,3,2.25,3.6,3.4,1374
1375,2,1,2.05,4.2,3.4,1375
1376,0,2,2.8,2.8,3.1,1376
1377,1,1,2.8,2.9,3,1377
1378,0,0,2.5,3.1,3.4,1378
1379,5,0,1.14,26,9,1379
1380,1,0,1.72,5.8,3.8,1380
1381,1,0,2.37,3.4,3.3,1381
1382,1,0,4.75,1.85,3.75,1382
1383,1,1,5.8,1.61,4.2,1383
1384,0,1,1.75,5,3.9,1384
1385,1,0,1.75,5,3.8,1385
1386,0,1,2.37,3.25,3.3,1386
1387,2,2,4.2,1.83,4.2,1387
1388,1,1,2.62,2.75,3.5,1388
1389,1,1,1.66,5.5,4,1389
1390,2,0,1.65,6,3.9,1390
1391,3,1,2,4,3.5,1391
1392,1,0,3.2,2.4,3.3,1392
1393,1,0,2.45,2.9,3.2,1393
1394,0,1,26,1.11,9,1394
1395,1,2,1.53,7,3.8,1395
1396,1,1,1.22,15,5.8,1396
1397,1,2,1.8,4.2,3.75,1397
1398,3,0,2.1,3.5,3.4,1398
1399,2,1,3.3,2.15,3.4,1399
1400,3,0,1.3,11,5,1400
1401,2,0,1.5,7,4,1401
1402,1,1,1.65,5,3.9,1402
1403,1,2,2.3,3.1,3.3,1403
1404,1,1,3,2.37,3.3,1404
1405,1,2,17,1.22,5.8,1405
1406,0,0,4.33,1.85,3.4,1406
1407,1,0,1.8,4.75,3.5,1407
1408,1,2,7,1.44,4.33,1408
1409,1,0,1.95,3.9,3.4,1409
1410,0,2,2.87,2.5,3.1,1410
1411,3,0,1.75,5,3.5,1411
1412,3,1,1.7,5.5,3.5,1412
1413,0,0,2.5,2.9,3.1,1413
1414,0,1,1.9,4.2,3.3,1414
1415,1,6,3.7,2.1,3.2,1415
1416,3,1,2.1,3.6,3.25,1416
1417,2,1,1.8,4.8,3.3,1417
1418,1,2,2,3.8,3.4,1418
1419,1,2,21,1.16,7,1419
1420,2,3,1.85,4.2,3.5,1420
1421,2,1,2.4,3.1,3.2,1421
1422,1,1,5.8,1.6,3.75,1422
1423,1,0,3.4,2.05,3.5,1423
1424,4,0,1.9,3.9,3.6,1424
1425,1,1,1.2,17,6.5,1425
1426,3,0,1.8,4.2,3.8,1426
1427,1,0,2.2,3.25,3.3,1427
1428,1,0,2,3.6,3.5,1428
1429,1,0,1.8,4.2,3.8,1429
1430,3,2,2.25,3.1,3.4,1430
1431,2,0,1.65,5.5,3.8,1431
1432,2,0,2.15,3.5,3.3,1432
1433,3,0,1.75,4.33,3.8,1433
1434,2,1,11,1.33,4.8,1434
1435,0,2,15,1.25,5,1435
1436,0,3,1.44,7,4.5,1436
1437,0,1,2.9,2.4,3.3,1437
1438,2,0,1.95,3.75,3.5,1438
1439,2,1,2.37,2.87,3.4,1439
1440,2,1,2.5,2.87,3.2,1440
1441,1,3,3.2,2.37,3.1,1441
1442,0,2,2,3.9,3.3,1442
1443,2,0,1.44,7.5,4.2,1443
1444,1,1,9,1.44,4,1444
1445,0,2,2.1,3.7,3.2,1445
1446,3,0,1.44,8,4.33,1446
1447,2,2,2.1,3.5,3.4,1447
1448,1,2,2.6,2.8,3.1,1448
1449,1,1,2.5,2.9,3.1,1449
1450,1,2,1.9,3.8,3.7,1450
1451,3,1,1.75,4.5,3.8,1451
1452,0,2,1.66,4.8,4,1452
1453,8,0,1.16,23,6.5,1453
1454,1,2,2.87,2.6,3.1,1454
1455,0,3,6.5,1.5,4.2,1455
1456,2,0,2.1,3.5,3.3,1456
1457,0,2,2.75,2.75,3,1457
1458,1,1,2.05,3.6,3.5,1458
1459,2,2,3.5,2.05,3.5,1459
1460,6,2,1.66,5,3.9,1460
1461,5,2,1.8,4.2,3.75,1461
1462,0,3,5.5,1.57,4,1462
1463,1,1,2.15,3.25,3.4,1463
1464,2,0,1.75,4.33,3.9,1464
1465,4,2,2.5,2.75,3.4,1465
1466,1,2,1.95,3.9,3.5,1466
1467,1,0,2.45,2.9,3.3,1467
1468,1,1,1.66,5,3.8,1468
1469,0,1,1.57,5.8,3.9,1469
1470,3,0,1.11,34,8.5,1470
1471,2,1,3.25,2.3,3.2,1471
1472,1,1,3,2.4,3.2,1472
1473,2,1,5.5,1.66,3.7,1473
1474,2,2,2.5,2.9,3.1,1474
1475,3,0,1.8,4.6,3.5,1475
1476,2,1,2.8,2.5,3.2,1476
1477,1,0,NaN,NaN,NaN,1477
1478,1,1,2.37,3.25,3.4,1478
1479,1,0,2.05,3.8,3.6,1479
1480,4,2,2.45,3.3,3.25,1480
1481,3,0,3.4,2.3,3.5,1481
1482,1,0,1.53,7.5,4.2,1482
1483,0,0,2.25,3.6,3.3,1483
1484,0,1,2.8,2.75,3.25,1484
1485,0,1,8.5,1.44,4.8,1485
1486,1,3,2.8,2.75,3.3,1486
1487,4,0,1.36,11,4.8,1487
1488,6,0,1.11,26,11,1488
1489,1,1,3.8,2.05,3.6,1489
1490,2,1,2.37,3.25,3.3,1490
1491,2,5,2.3,3.4,3.4,1491
1492,0,0,2.6,2.9,3.3,1492
1493,2,1,2.15,3.5,3.3,1493
1494,3,3,1.83,4.4,3.5,1494
1495,3,0,1.28,11,5.5,1495
1496,1,0,6,1.5,4.4,1496
1497,1,0,2.2,3.3,3.4,1497
1498,3,0,3,2.3,3.3,1498
1499,2,3,2.9,2.37,3.4,1499
1500,0,2,4.6,1.72,3.8,1500
1501,1,0,1.9,4,3.5,1501
1502,0,1,1.85,4.2,3.6,1502
1503,2,3,2.45,2.9,3.25,1503
1504,2,2,2.25,3.2,3.4,1504
1505,2,1,2.87,2.5,3.25,1505
1506,2,3,2.5,2.8,3.3,1506
1507,1,0,2.1,3.3,3.5,1507
1508,4,1,1.8,4.5,3.5,1508
1509,1,0,2.37,2.9,3.4,1509
1510,4,1,1.53,5.5,4.5,1510
1511,2,0,1.8,4.6,3.5,1511
1512,3,2,1.66,5.5,3.7,1512
1513,NaN,NaN,1.9,4,3.6,1513
1514,NaN,NaN,2.8,2.6,3.1,1514
1515,NaN,NaN,1.44,8,4.33,1515
1516,NaN,NaN,2.3,3.2,3.2,1516
1517,NaN,NaN,2,3.75,3.4,1517
1518,NaN,NaN,1.3,13,4.8,1518
1519,NaN,NaN,5.8,1.5,4.5,1519
1520,NaN,NaN,2.15,3.25,3.4,1520
1521,NaN,NaN,4.75,1.7,3.9,1521
1522,NaN,NaN,2.8,2.5,3.3,1522
1523,NaN,NaN,1.9,4.2,3.4,1523
1524,NaN,NaN,1.11,34,9,1524
1525,NaN,NaN,2.2,3.3,3.4,1525
1526,NaN,NaN,2.37,3,3.4,1526
1527,NaN,NaN,1.5,6.5,4.2,1527
1528,NaN,NaN,4,1.9,3.6,1528
1529,NaN,NaN,3.2,2.2,3.4,1529
1530,NaN,NaN,2.62,2.62,3.3,1530
1531,NaN,NaN,NaN,NaN,NaN,1531
1532,NaN,NaN,NaN,NaN,NaN,1532
1533,NaN,NaN,NaN,NaN,NaN,1533
1534,NaN,NaN,NaN,NaN,NaN,1534
1535,NaN,NaN,NaN,NaN,NaN,1535
1536,NaN,NaN,NaN,NaN,NaN,1536
1537,NaN,NaN,NaN,NaN,NaN,1537
1538,NaN,NaN,NaN,NaN,NaN,1538
1539,NaN,NaN,NaN,NaN,NaN,1539
1540,NaN,NaN,NaN,NaN,NaN,1540
1541,NaN,NaN,NaN,NaN,NaN,1541
1542,NaN,NaN,NaN,NaN,NaN,1542
1543,NaN,NaN,NaN,NaN,NaN,1543
1544,NaN,NaN,NaN,NaN,NaN,1544
1545,NaN,NaN,NaN,NaN,NaN,1545
1546,NaN,NaN,NaN,NaN,NaN,1546
1547,NaN,NaN,NaN,NaN,NaN,1547
1548,NaN,NaN,NaN,NaN,NaN,1548
1549,NaN,NaN,NaN,NaN,NaN,1549
1550,NaN,NaN,NaN,NaN,NaN,1550
1551,NaN,NaN,NaN,NaN,NaN,1551
1552,NaN,NaN,NaN,NaN,NaN,1552
1553,NaN,NaN,NaN,NaN,NaN,1553
1554,NaN,NaN,NaN,NaN,NaN,1554
1555,NaN,NaN,NaN,NaN,NaN,1555
1556,NaN,NaN,NaN,NaN,NaN,1556
1557,NaN,NaN,NaN,NaN,NaN,1557
1558,NaN,NaN,NaN,NaN,NaN,1558
1559,NaN,NaN,NaN,NaN,NaN,1559
1560,NaN,NaN,NaN,NaN,NaN,1560
1561,NaN,NaN,NaN,NaN,NaN,1561
1562,NaN,NaN,NaN,NaN,NaN,1562
1563,NaN,NaN,NaN,NaN,NaN,1563
1564,NaN,NaN,NaN,NaN,NaN,1564
1565,NaN,NaN,NaN,NaN,NaN,1565
1566,NaN,NaN,NaN,NaN,NaN,1566
